Fecha,Texto,Image URL
2025-01-13 23:15:26,"jocarsa | darkturquoise es un software web para texto de teleprompter, y se puede usar gratuitamente en: https://darkturquoise.jocarsa.com/",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNpe3VsK0sb2mWxFNFY4bTW2GcnPs3TmleUH_qOfkuH_ehO30rsK-Dv19Ndrtol009JCgDopvYzuMuubvkjQ94JFlo7Ipnenv8uMBw.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=104&vs=2858677854312156_1233144701&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DQTRENjM2RkZEQjk3QUYyMkM1NjAwMTcyNTYwQTQ5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dQaUtLQndqaTY5TVhuMERBRjhNZUMxamk1WkticV9FQUFBRhUCAsgBACgAGAAbABUAACac1vya4ND%2BPxUCKAJDMywXQEw3bItDlYEYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYADvm4SvWgm3ovT_cnmAigsvm2QhPjm2G0-p12kBQbtAA&oe=679D5068&_nc_sid=8f1549
2025-01-13 21:23:30,Moon,https://instagram.fvlc6-1.fna.fbcdn.net/v/t51.29350-15/473690520_1550779415581405_4528242037778897353_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=instagram.fvlc6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=jqOB9VHPqIoQ7kNvgEb_iUK&_nc_gid=56dbe2360fd9462598083bc807e8806e&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzU0NDg4NjM5OTEyOTM3NzkwNg%3D%3D.3-ccb7-5&oh=00_AYCdmNBI5WtfUE1xtjqpD8mHZgv2wNLBzS3mstQgvJN9sQ&oe=67A17374&_nc_sid=8f1549
2025-01-05 23:03:32,"Actualización de la aplicación jocarsa | teal, que tendrá su lanzamiento oficial en los próximos meses. Mediante esta aplicación, cualquier organización puede construir, de forma autónoma, su propio software de gestión de empresa sin necesidad de saber programar. 

En los últimos días se han añadido actualizaciones importantes: ahora una organización puede crear, dentro de su cuenta, diferentes aplicaciones, tan interconectadas o independientes como se desee (por ejemplo: departamentos dentro de una empresa). Adicionalmente, dentro de cada ""aplicación"", pueden crearse no solo tablas, sino carpetas de tablas (con opción de recursividad), para organizar y visualizar mejor la información - en el video aparece solo una pequeña muestra de esta característica, en breve publicaré vídeos con walkthroughs más extensos, en los cuales se podrá apreciar mejor la potencia de esta característica.

Para las próximas semanas, están previstas muchas novedades interesantes de forma previa al lanzamiento oficial. Más información en https://jocarsa.com",https://instagram.fvlc6-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMubbO4K686aoTkxsD8xD_BrzSvPzVYp_6SXME5lUh-_h2M8scGIL8tsEFYuSttJK5NmmxZwQBekjbXatwjSThBVVa2Lrev9UqElnQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=109&vs=947409717334344_352050179&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NDQyNDRGODhDQzUwMDI1QTYyOTE0NTE0MjY5OTg4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dHQkZLQnk4TXlEQXpZNEVBQm85YllBWURVUkRicV9FQUFBRhUCAsgBACgAGAAbABUAACbK1P2CzY6VQBUCKAJDMywXQHA4AAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYDrOOz8ekpxXh6ROYrIAaqa-Lw98UUMzJqzP0l-LIb2Yg&oe=679D5AE8&_nc_sid=8f1549
2025-01-04 20:03:40,"jocarsa | forestGreen es una aplicación de mensajería instantánea mediante la cual los miembros de una organización pueden comunicarse entre sí - es un producto pensado en ofrecer una solución personalizada, adaptable y corporativa como alternativa a las aplicaciones de mensajería de uso general. Más información en https://jocarsa.com",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQNEAgNkm9pm1wD-MDh7xefMIwHbC4ZUkwE9ZW7P9U9V794eQwVpSeBVARDbtFHAFzPCWv64VR6CTDA1kNgfnPFAaLQCRv3oys4SJf0.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=106&vs=1047950907137152_1176770126&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yRTQxMzEyODJBRDgxM0NEREE1OERENUJCNEExRTlCQl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dJbURJUnhSYlFpQ0cyc0VBR0FoeDliUFVaNGJicV9FQUFBRhUCAsgBACgAGAAbABUAACbAhY%2BbloKIQRUCKAJDMywXQE27peNT988YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYChWuMEqqMke-awqjHTJOJ8g5dFH1BcuRd_OAq48XV6Fg&oe=679D7B04&_nc_sid=8f1549
2025-01-03 16:46:07,"Hoy he publicado otro proyecto de código abierto (licencia GPLv3) en GitHub: jocarsa | white, que consiste en una serie de iconos preparados para ser utilizados por cualquier aplicación web. Puedes encontrar más información en https://github.com/jocarsa/jocarsa-white - Aquellos usuarios que vinculen directamente a la página de GitHub, recibirán automáticamente las actualizaciones (nuevos iconos) que vayan siendo publicados. En el video se muestra la integración de los iconos en el producto jocarsa | steelblue, un gestor de documentos en la nube, especialmente diseñado para organizaciones que deseen contar con una nube propia y personalizable de documentos.",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOvFtZPCmlprzP8x7VGDY-iHAa9jVeEDkgcBle_QXQuV8RwKzfdiAU4uDkUjiJe73JnaTfjwV0EpIYSLH5gRWa1EG7stxaTfwuq0b8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=104&vs=1107017030672661_488471315&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zNjQ1NkJBMEVEQzE5ODZFNTE2OUQ0MEI5NzEyOTk5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAoABgAGwAVAAAmkpa81emwxUAVAigCQzMsF0BCO6XjU%2FfPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&ccb=9-4&oh=00_AYBfTH421W4jpaG7sDtxnP0KXINI7R--QrNvw10UqI_amg&oe=679D7EA8&_nc_sid=8f1549
2025-01-02 14:57:26,"Optimiza tu tiempo con jocarsa | lightSalmon

¿Buscas una herramienta eficaz para gestionar tus eventos y tareas diarias? jocarsa | lightSalmon es la solución perfecta tanto para empresas como para particulares. Esta plataforma intuitiva te permite crear múltiples calendarios, programar eventos recurrentes y personalizar tus agendas según tus necesidades.

Características principales:

-Múltiples Calendarios: Organiza proyectos, equipos o actividades personales de manera independiente.
-Eventos Recurrentes: Automatiza la programación de reuniones y tareas que se repiten.
-Colaboración en Tiempo Real: Comparte calendarios con tu equipo para una coordinación eficiente.
-Acceso Multidispositivo: Sincroniza tu calendario en todos tus dispositivos para tener siempre la información a mano.
-Seguridad Garantizada: Protege tus datos con nuestras avanzadas medidas de seguridad.

Con jocarsa | lightSalmon, ahorrarás tiempo, mejorarás la productividad y mantendrás todo bajo control. Simplifica la gestión de tu tiempo y enfócate en lo que realmente importa.

¿Quieres saber más? Visita https://jocarsa.com o contacta directamente para recibir más información y descubrir cómo podemos ayudarte a optimizar tu organización diaria.",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQN0O8ozT9JibuzfA-u1ZH-iIum01_ymp0x0od7EdFiBoo-6r-85KfcGi_X3O1uLFFCWWxeHxDB7scb6xyQJehBMSfh2vBMuAjCVN7A.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=108&vs=491396740181783_2827182136&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NzRGOTQ3NkVFM0U0MTA5QTgxOUVGOTYwMENCM0Q4Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dHQmlJaHp3ZlVjaXdHb0hBREY3cGdRLTlvcE9icV9FQUFBRhUCAsgBACgAGAAbABUAACbozr7i46mTQBUCKAJDMywXQEcIcrAgxJwYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYB4_eI2rUoPFlBs83ZKyKaODpkZsjzYrYklJDGhpMnGHw&oe=679D80F9&_nc_sid=8f1549
2025-01-02 00:07:55,"Proyecto de Nochevieja y Año Nuevo - Videojuego de mundo abierto de jugabilidad similar a Minecraft - Programado para ser jugado directamente en la web, usando el framework Three.js",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOhRrenhC0f9v34fzmoJa3iKCEYWPIb4R4CX_dRtiy7osMr2uFCBLr8WTH3iK0_adovdD0s5b2XKTz1X4in1AS8EZHv5wq3EswWfXU.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=106&vs=602166649204673_3337454411&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNzRDMDI0QzgxQjgxRDJBNERDMDI5QjJEM0EyQTc5NV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAoABgAGwAVAAAmxIKXupGj%2BD8VAigCQzMsF0BPVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&ccb=9-4&oh=00_AYC0xC0vKu52eZri2BNNi0am_ZPRTxnPPoVXoLpPFxoFmg&oe=679D7A4B&_nc_sid=8f1549
2024-12-27 23:16:51,"En los últimos días he estado trabajando sobre la adaptación del software jocarsa | darkKhaki (toma de notas e ideas de forma libre y creativa) para dispositivos táctiles, y esta mañana he tenido la oportunidad de ponerlo a prueba en un soporte de tamaño grande como es una pizarra digital, en las instalaciones de TAME Centro de Formación de Mislata, donde tengo el placer y el honor de impartir el Ciclo Formativo de Grado Superior en Desarrollo de Aplicaciones Multiplataforma.",https://instagram.fvlc6-1.fna.fbcdn.net/o1/v/t16/f2/m86/AQOIR-3fyY2NshrDloZ_KGh9bfNe4dXEBkKDHTbHOvjEUooY8PkLTdOJLd6Sidkb6XA8KjOX7wM_Gw1JKf91_KcQCiw1E05g1rxuVUc.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=104&vs=488317427158833_1627912339&_nc_vs=HBkcFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80MjRFMkVEQjdFODY2QTIxMEIxMDZFMDVFQzUzQzdBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAoABgAGwAVAAAm6OTz0baFwkAVAigCQzMsF0BUeZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&ccb=9-4&oh=00_AYButtN8PxuqK1ec51bYUgmsO4xBjvewdHIiNpV7rmXCeA&oe=679D8512&_nc_sid=8f1549
2024-12-25 23:46:47,"Nuevo software publicado bajo la licencia libre GPLv3, para que lo use quien necesite: jocarsa | seashell - El objetivo de este software consiste en añadir automáticamente un buscador en todos los campos <select> de un formulario. Al final del video se muestra su integración en otro software, jocarsa | indianred. Más información en: https://github.com/jocarsa/jocarsa-seashell",https://instagram.fvlc6-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMGefDTOwuy-YU_ZfCotgZMHzC65VGkrbiFiUyb6CMpm4LjoQgUKilQY6g62AfzguLdBp290tsbx32xCszt6MOhvWqyD6pPNjQeSi8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=107&vs=1017129820253791_3358090697&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83QjRDMEIyOUE5NjRFOUJGMTdCRDlDNUU3OTdDQjA4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dNTTNGeHhDSkNjU3NGWUdBT1YxYnh0dUJGUjJicV9FQUFBRhUCAsgBACgAGAAbABUAACaOzJmV7oXAQRUCKAJDMywXQDqIcrAgxJwYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYBSyRekwNuzuo-yecWRwLbK1mDwsGdzuhuJfhEyNGztKg&oe=679D6BF5&_nc_sid=8f1549
2024-12-24 23:34:51,"¡Feliz Navidad! Acabo de publicar en GitHub, bajo licencia abierta GPL para que todo el mundo pueda usarlo, el proyecto jocarsa | snow para convertir cualquier campo <textarea> de HTML en un completo editor WYSIWYG. Puede ser descargado y usado gratuitamente, o bien enlazado directamente desde GitHub Pages (el readme inicial del repositorio contiene instrucciones y ejemplos sobre cómo realizar el enlace) - Más información en: https://github.com/jocarsa/jocarsa-snow",https://instagram.fvlc6-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMG6o9AbOuekns8uIssP8oV2_vI72BBsxtxO6AfOF2G0yvNUuQFLwz4nB-x4UTMk1APqAZV8BU6T4VZNgBbXZPBY_YuO2Og5HJsYvw.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuMTI4MC5iYXNlbGluZSJ9&_nc_cat=111&vs=1335527860958734_2499754140&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yODRCNzkyNEFGMTUwMjYyNEQ0QUZDRjQ3QjkwQjdBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dLM3ZHeHgwZ2EyYWVFWWZBTmQ1c0d4bmZZd3RicV9FQUFBRhUCAsgBACgAGAAbABUAACayuICqq4qTQRUCKAJDMywXQFLkOVgQYk4YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&ccb=9-4&oh=00_AYBJmkoxjNFQtNh4lwtKQPcms8MH9d0UZgic-ZmELCxUaQ&oe=679D6A91&_nc_sid=8f1549
